10000,51, 13, 16, 15, 19
30000,65, 55, 60, 58, 52
50000,100, 95, 105, 105, 103
70000,166, 177, 188, 165, 171
90000,218, 211, 207, 214, 213
110000,244, 253, 241, 257, 249
130000,350, 343, 348, 337, 334
150000,420, 437, 426, 415, 432
170000,472, 448, 451, 449, 456
190000,539, 539, 536, 546, 541
210000,593, 577, 581, 577, 581
230000,671, 646, 647, 659, 668
250000,833, 803, 805, 791, 799
270000,856, 777, 808, 798, 791
290000,1008, 981, 961, 938, 979
310000,1037, 1051, 1081, 1017, 1032
330000,1072, 1075, 1087, 1092, 1091
350000,1100, 1115, 1107, 1066, 1116
370000,1207, 1135, 1146, 1155, 1150
390000,1484, 1475, 1513, 1445, 1459
410000,1436, 1385, 1390, 1387, 1347
430000,1427, 1409, 1396, 1396, 1437
450000,1626, 1602, 1589, 1602, 1668
470000,1830, 1823, 1771, 1809, 1843
490000,2278, 2178, 2163, 2194, 2156
510000,1836, 1920, 1882, 1920, 1909
530000,2067, 2094, 2072, 2066, 2090
550000,2177, 2182, 2217, 2194, 2225
570000,2164, 2185, 2209, 2178, 2189
590000,2157, 2206, 2213, 2142, 2176
610000,2385, 2444, 2434, 2401, 2400
630000,2412, 2376, 2317, 2371, 2315
650000,2522, 2499, 2529, 2536, 2611
670000,2601, 2585, 3370, 2585, 2539
690000,2703, 2737, 2726, 2706, 2719
710000,2880, 2893, 2904, 2942, 2899
730000,2808, 2846, 2712, 2666, 2703
750000,2584, 2511, 2574, 2591, 2628
770000,3127, 3154, 3194, 3158, 3163
790000,3124, 3327, 3385, 3402, 3338
810000,3421, 3376, 3311, 3484, 3433
830000,3299, 3266, 3265, 3219, 3276
850000,3461, 3407, 3415, 4043, 3916
870000,3812, 3609, 3544, 3543, 3530
890000,3775, 4132, 4635, 3847, 3832
910000,4101, 6151, 4878, 5571, 4679
930000,4669, 5304, 5545, 4477, 4598
950000,4152, 3941, 3748, 3662, 3637
970000,3787, 3948, 3909, 3891, 3872
990000,4044, 4166, 4179, 4438, 8074
1010000,8050, 5543, 5122, 8129, 4273
1030000,10172, 9722, 6354, 9572, 5687
1050000,5076, 5381, 4885, 4834, 5259
1070000,4895, 4751, 4772, 4946, 5074
1090000,5421, 5160, 5005, 5047, 5644
1110000,6077, 5841, 5864, 5870, 5667
1130000,5664, 9579, 12485, 8296, 10049
1150000,7120, 6391, 6220, 5996, 5881
1170000,5405, 5387, 5628, 5529, 5719
1190000,6033, 5989, 5933, 5854, 5653
1210000,8634, 9487, 9536, 9667, 8658
1230000,8913, 6849, 16115, 16169, 11276
1250000,11096, 11063, 11858, 10246, 9990
1270000,9875, 10280, 10287, 10181, 10644
1290000,9962, 10610, 11904, 11946, 8773
1310000,10849, 11212, 11983, 10246, 8611
1330000,11192, 10890, 11777, 8008, 8781
1350000,14987, 15725, 18655, 8741, 8040
1370000,8306, 8695, 10487, 9100, 9372
1390000,10083, 11625, 8658, 8447, 8542
1410000,8127, 8452, 9792, 8479, 9295
1430000,8016, 7293, 7249, 6948, 7111
1450000,7617, 7741, 12290, 14744, 14663
1470000,22988, 12334, 16209, 22198, 16485
1490000,15456, 9555, 9371, 9027, 8886
1510000,8571, 8028, 8169, 10761, 16502
1530000,14402, 11885, 12865, 15451, 14467
1550000,15487, 10407, 9220, 9091, 8656
1570000,7670, 7597, 7832, 8681, 14302
1590000,19087, 13243, 10565, 16357, 17998
1610000,9547, 9704, 9250, 9529, 9407
1630000,12603, 9683, 13922, 10922, 13816
1650000,9191, 9197, 10005, 8640, 8409
1670000,9497, 9267, 8702, 9170, 9552
1690000,9222, 8712, 8832, 8758, 8681
1710000,7826, 7744, 7509, 7598, 8210
1730000,9768, 10914, 8688, 8224, 8190
1750000,9479, 9203, 9063, 9066, 8711
1770000,8684, 10485, 9294, 10011, 9282
1790000,8433, 8912, 8906, 8645, 9125
1810000,9156, 8848, 8604, 8844, 8563
1830000,9369, 8908, 8835, 8755, 8455
1850000,8203, 8189, 8037, 8183, 8192
1870000,8574, 8531, 9056, 9204, 9120
1890000,9519, 9154, 9031, 9000, 9101
1910000,9770, 9746, 10994, 10049, 9813
1930000,9318, 8982, 9192, 9714, 9754
1950000,9328, 9429, 9265, 9251, 9415
1970000,8764, 8506, 8130, 8174, 8338
1990000,9978, 10060, 9817, 9628, 9679
